source_type,threat_type,asset_criticality,integrity_change,wazuh_rule_level,suricata_severity,failed_logins_1m,failed_logins_5m,unique_ports_1m,repeated_event_count,time_window_density,recurrence_history,new_user_created,off_hours,privileged_account,blacklisted_ip,label
wazuh,unauthorized_user_creation,critical,none,15,0,0,0,0,4,5,6,1,1,1,1,Critical
wazuh,brute_force,critical,none,9,0,33,57,2,4,3,4,0,0,0,1,High
wazuh,brute_force,low,none,7,0,6,8,2,5,3,2,0,1,0,0,Medium
wazuh,normal,critical,none,7,1,0,1,8,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,52,17,6,4,0,1,0,1,High
suricata,port_scan,low,none,0,1,0,0,7,3,4,0,0,0,0,0,Low
wazuh,file_integrity,high,important,12,0,0,0,0,5,2,4,0,1,0,0,High
wazuh,unauthorized_user_creation,medium,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,12,7,4,2,0,0,0,0,Medium
wazuh,file_integrity,low,important,4,0,0,0,0,1,2,2,0,1,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,8,5,5,0,0,0,0,0,Medium
wazuh,file_integrity,low,none,2,0,0,0,0,2,2,0,0,0,0,0,Low
wazuh,file_integrity,low,none,3,0,0,0,0,2,1,0,0,0,0,0,Low
suricata,normal,medium,none,2,1,2,0,0,2,1,0,0,0,0,0,Low
wazuh,file_integrity,medium,minor,6,0,0,0,0,3,2,0,0,1,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,23,4,4,0,0,0,0,0,Medium
wazuh,brute_force,low,none,7,0,9,5,0,4,3,0,0,0,0,0,Medium
wazuh,brute_force,low,none,7,0,11,7,2,5,4,1,0,1,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,26,9,6,2,0,0,0,0,Medium
wazuh,brute_force,high,none,6,0,11,7,0,5,2,0,0,1,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,1,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,1,1,0,1,0,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,24,10,7,0,0,0,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,30,8,7,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,7,0,0,0,0,3,3,2,1,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,9,3,3,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,11,0,0,0,0,4,2,4,1,1,0,0,High
wazuh,brute_force,low,none,4,0,4,8,0,1,1,0,0,0,0,0,Low
suricata,normal,low,none,2,0,0,3,1,0,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,4,2,1,1,1,1,1,High
suricata,normal,critical,none,6,2,3,3,7,4,2,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,4,5,1,0,0,0,0,0,Low
wazuh,brute_force,high,none,6,0,3,6,0,2,3,2,0,1,0,0,Medium
wazuh,brute_force,high,none,7,0,7,11,0,6,3,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,1,1,2,1,1,0,0,Medium
wazuh,brute_force,high,none,15,0,50,112,0,15,8,7,0,1,1,0,Critical
suricata,port_scan,high,none,0,1,0,0,18,10,2,2,0,0,0,0,Medium
wazuh,file_integrity,low,important,4,0,0,0,0,2,1,2,0,1,0,0,Medium
wazuh,brute_force,critical,none,12,0,51,118,1,20,8,4,0,1,1,0,Critical
wazuh,brute_force,medium,none,6,0,11,17,1,5,4,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,9,0,11,6,1,3,2,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,2,3,1,1,1,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,22,4,2,0,0,0,0,0,Medium
suricata,normal,medium,none,0,1,0,2,2,3,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,2,0,0,76,19,11,3,0,1,0,1,High
wazuh,brute_force,critical,none,15,0,38,91,1,13,10,8,0,0,1,1,Critical
wazuh,file_integrity,critical,important,7,0,0,0,0,3,2,2,0,0,0,0,High
wazuh,file_integrity,high,critical,11,0,0,0,0,3,4,7,0,1,1,0,Critical
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,3,3,2,1,1,1,0,High
wazuh,unauthorized_user_creation,medium,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,8,4,6,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,2,2,0,1,0,0,0,Medium
wazuh,file_integrity,critical,critical,13,0,0,0,0,5,3,7,0,1,0,0,Critical
wazuh,file_integrity,medium,important,12,0,0,0,0,3,3,4,0,1,0,0,High
wazuh,file_integrity,medium,important,4,0,0,0,0,2,1,1,0,1,0,0,Medium
wazuh,brute_force,critical,none,8,0,24,49,1,8,3,4,0,0,0,1,High
suricata,port_scan,critical,none,0,4,0,0,153,28,14,8,0,0,0,1,High
suricata,port_scan,high,none,0,2,0,0,25,4,7,0,0,0,0,0,Medium
wazuh,brute_force,high,none,9,0,17,29,2,4,4,2,0,0,1,0,High
wazuh,brute_force,critical,none,10,0,33,49,1,5,6,2,0,0,1,0,High
suricata,port_scan,high,none,0,3,0,0,145,25,16,5,0,0,0,1,Medium
wazuh,file_integrity,high,critical,7,0,0,0,0,3,4,3,0,1,0,0,High
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,83,18,6,2,0,1,0,1,High
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,3,3,7,1,0,1,1,Critical
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,3,3,0,1,0,0,0,Medium
wazuh,brute_force,high,none,12,0,31,55,2,6,6,1,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,2,2,0,1,1,0,0,Medium
suricata,normal,low,none,3,1,0,1,2,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,3,3,2,1,0,0,0,Medium
wazuh,file_integrity,high,critical,9,0,0,0,0,5,4,2,0,0,0,0,High
wazuh,brute_force,medium,none,6,0,9,9,1,6,2,1,0,1,0,0,Medium
wazuh,file_integrity,medium,minor,6,0,0,0,0,2,2,1,0,0,0,0,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,1,1,0,0,0,0,0,Low
suricata,normal,low,none,3,1,2,3,1,1,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,67,10,7,1,0,1,0,1,High
suricata,port_scan,critical,none,0,3,0,0,30,20,12,2,0,1,0,1,High
wazuh,brute_force,critical,none,13,0,58,110,1,8,6,6,0,0,1,0,Critical
suricata,port_scan,low,none,0,2,0,0,10,5,4,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,2,3,2,1,0,0,0,High
wazuh,file_integrity,critical,critical,11,0,0,0,0,2,2,4,0,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,19,8,5,1,0,0,0,0,Medium
wazuh,normal,high,none,3,2,0,3,10,1,0,0,1,1,0,0,Medium
wazuh,file_integrity,high,important,10,0,0,0,0,4,3,4,0,0,0,0,High
wazuh,file_integrity,medium,important,8,0,0,0,0,1,1,1,0,1,0,0,Medium
wazuh,file_integrity,critical,critical,11,0,0,0,0,8,3,7,0,0,1,0,Critical
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,2,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,29,14,8,2,0,1,0,1,High
suricata,normal,low,none,1,0,0,3,4,3,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,8,4,6,0,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,9,5,2,0,0,0,0,0,Low
wazuh,brute_force,high,none,15,0,46,90,2,14,10,7,0,0,1,0,Critical
suricata,normal,low,none,1,1,2,1,0,2,2,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,8,2,3,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,25,6,4,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,14,5,3,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,33,20,8,4,0,1,0,1,High
suricata,port_scan,high,none,0,2,0,0,27,9,5,0,0,0,0,0,Medium
wazuh,brute_force,high,none,6,0,12,9,1,2,1,2,0,1,0,0,Medium
wazuh,file_integrity,high,minor,9,0,0,0,0,2,3,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,3,1,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,12,0,0,0,0,2,4,2,1,1,0,1,High
wazuh,brute_force,critical,none,15,0,57,56,1,17,8,6,0,0,1,1,Critical
suricata,port_scan,high,none,0,2,0,0,17,4,2,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,20,5,3,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,22,4,3,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,6,2,4,1,1,1,0,Critical
wazuh,file_integrity,critical,important,11,0,0,0,0,4,3,3,0,0,0,0,High
wazuh,unauthorized_user_creation,high,none,11,0,0,0,0,4,3,1,1,0,0,0,High
wazuh,brute_force,high,none,7,0,4,18,0,5,3,1,0,0,0,0,Medium
wazuh,brute_force,low,none,6,0,1,7,0,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,44,13,8,3,0,1,0,1,High
wazuh,brute_force,medium,none,6,0,4,18,1,2,1,1,0,1,0,0,Medium
wazuh,file_integrity,high,critical,12,0,0,0,0,5,4,4,0,0,1,0,Critical
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,6,4,7,1,1,1,0,Critical
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,3,0,2,1,1,0,0,Medium
wazuh,file_integrity,high,critical,15,0,0,0,0,5,4,5,0,1,0,0,Critical
wazuh,file_integrity,critical,important,11,0,0,0,0,4,2,2,0,1,0,0,High
wazuh,brute_force,low,none,1,0,4,1,0,2,2,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,5,4,4,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,4,0,0,0,0,3,2,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,2,4,1,1,0,0,0,High
wazuh,file_integrity,high,critical,8,0,0,0,0,4,3,4,0,1,0,0,High
suricata,port_scan,high,none,0,1,0,0,21,8,4,1,0,0,0,0,Medium
wazuh,brute_force,low,none,5,0,12,5,2,3,3,1,0,1,0,0,Medium
wazuh,normal,low,none,3,0,0,0,4,3,0,0,0,0,0,0,Low
wazuh,file_integrity,high,critical,10,0,0,0,0,2,2,2,0,0,0,0,High
wazuh,file_integrity,high,important,12,0,0,0,0,5,4,4,0,1,0,0,High
wazuh,file_integrity,medium,minor,8,0,0,0,0,2,1,1,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,1,2,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,9,0,0,0,0,4,2,3,1,0,1,0,High
wazuh,file_integrity,low,important,8,0,0,0,0,1,1,0,0,1,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,2,0,0,0,0,0,0,Low
suricata,normal,medium,none,0,0,2,2,2,1,0,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,4,5,3,0,0,0,0,0,Low
wazuh,file_integrity,low,none,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,4,2,2,1,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,8,8,7,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,low,none,5,0,2,1,0,1,2,0,0,0,0,0,Low
wazuh,brute_force,low,none,4,0,5,1,0,3,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,40,9,11,2,0,0,0,1,High
wazuh,normal,low,none,1,0,1,1,2,0,0,0,0,0,0,0,Low
wazuh,brute_force,medium,none,7,0,8,11,0,5,2,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,12,7,6,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,42,19,12,2,0,1,0,1,High
wazuh,file_integrity,low,important,9,0,0,0,0,3,1,1,0,1,0,0,Medium
wazuh,brute_force,medium,none,8,0,4,20,0,2,4,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,5,2,4,1,0,1,0,Critical
suricata,port_scan,medium,none,0,2,0,0,8,1,4,0,0,0,0,0,Low
wazuh,file_integrity,low,none,1,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,1,0,1,1,0,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,26,10,6,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,3,0,1,1,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,49,17,7,3,0,1,0,1,High
wazuh,file_integrity,medium,minor,6,0,0,0,0,3,3,0,0,1,0,0,Medium
wazuh,brute_force,critical,none,14,0,31,56,2,12,7,7,0,0,1,0,Critical
suricata,port_scan,high,none,0,2,0,0,29,5,4,1,0,0,0,0,Medium
wazuh,normal,low,none,3,1,1,3,0,1,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,4,5,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,10,7,4,1,0,0,0,0,Medium
wazuh,file_integrity,high,important,12,0,0,0,0,3,3,4,0,0,0,0,High
wazuh,file_integrity,low,none,1,0,0,0,0,2,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,32,20,10,3,0,1,0,1,High
suricata,port_scan,medium,none,0,2,0,0,8,3,3,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,5,2,6,1,1,1,1,Critical
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,low,none,9,0,3,20,2,3,3,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,high,none,10,0,34,43,2,9,6,2,0,0,0,0,High
wazuh,brute_force,low,none,9,0,10,11,0,4,2,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,6,0,3,5,0,4,1,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,13,0,0,0,0,3,4,2,1,0,1,0,High
wazuh,file_integrity,high,important,8,0,0,0,0,4,2,2,0,1,0,0,High
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,1,1,2,1,0,0,0,Medium
wazuh,file_integrity,medium,important,7,0,0,0,0,2,3,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,4,4,3,1,1,0,1,High
wazuh,normal,high,none,7,2,1,1,5,1,2,0,1,1,0,0,Medium
wazuh,file_integrity,critical,important,9,0,0,0,0,5,4,3,0,0,0,0,High
suricata,port_scan,low,none,0,1,0,0,4,1,2,0,0,0,0,0,Low
wazuh,file_integrity,high,important,11,0,0,0,0,4,4,4,0,0,0,0,High
suricata,port_scan,critical,none,0,3,0,0,40,20,10,4,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,9,0,3,18,0,4,4,1,0,0,0,0,Medium
wazuh,file_integrity,critical,important,12,0,0,0,0,5,3,2,0,1,0,0,High
suricata,port_scan,critical,none,0,3,0,0,78,10,12,2,0,0,0,1,High
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,14,5,7,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,5,0,0,0,0,2,1,2,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,1,1,1,1,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,155,36,13,8,0,0,0,1,High
suricata,port_scan,critical,none,0,3,0,0,65,17,11,3,0,0,0,1,High
wazuh,brute_force,critical,none,12,0,48,57,1,18,7,5,0,1,1,0,Critical
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,3,4,4,1,0,1,0,Critical
wazuh,normal,medium,none,2,1,1,2,5,1,1,0,0,0,0,0,Low
wazuh,brute_force,critical,none,11,0,30,28,1,7,3,3,0,1,0,0,High
suricata,normal,critical,none,3,1,3,3,0,3,2,0,1,1,0,0,Medium
wazuh,brute_force,high,none,9,0,21,28,2,6,6,4,0,0,0,1,High
wazuh,normal,low,none,0,1,1,3,1,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,15,0,0,0,0,5,4,8,1,0,1,0,Critical
wazuh,file_integrity,medium,important,6,0,0,0,0,1,2,0,0,0,0,0,Medium
wazuh,brute_force,critical,none,15,0,50,110,1,18,7,6,0,1,1,0,Critical
wazuh,file_integrity,high,important,12,0,0,0,0,2,2,2,0,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,30,9,2,2,0,0,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,2,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,6,5,3,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,14,0,0,0,0,6,4,4,1,1,1,0,Critical
suricata,port_scan,critical,none,0,3,0,0,40,18,10,1,0,1,0,1,High
suricata,port_scan,critical,none,0,3,0,0,87,12,6,4,0,1,0,1,High
wazuh,brute_force,medium,none,7,0,6,17,1,5,2,1,0,0,0,0,Medium
suricata,normal,critical,none,4,1,1,4,7,4,2,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,55,17,6,2,0,0,0,1,High
wazuh,brute_force,high,none,9,0,27,51,1,8,6,2,0,0,1,0,High
wazuh,file_integrity,high,critical,11,0,0,0,0,5,3,4,0,0,0,0,High
wazuh,brute_force,low,none,1,0,5,5,0,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,2,1,2,1,0,0,0,Medium
wazuh,brute_force,low,none,9,0,11,9,1,4,4,0,0,1,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,2,0,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,1,0,0,0,0,2,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,3,2,2,1,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,11,9,7,0,0,0,0,0,Medium
suricata,port_scan,medium,none,0,1,0,0,6,4,3,0,0,0,0,0,Low
wazuh,brute_force,medium,none,7,0,5,9,1,5,2,2,0,1,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,27,10,6,0,0,0,0,0,Medium
wazuh,file_integrity,medium,critical,8,0,0,0,0,5,4,2,0,1,0,0,High
wazuh,unauthorized_user_creation,medium,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,9,0,7,17,2,2,2,2,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,4,1,3,0,0,0,0,0,Low
wazuh,file_integrity,medium,important,5,0,0,0,0,2,2,0,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,29,11,10,4,0,1,0,1,High
suricata,port_scan,critical,none,0,2,0,0,85,12,7,1,0,1,0,1,High
wazuh,file_integrity,critical,important,14,0,0,0,0,7,4,7,0,0,1,0,Critical
wazuh,brute_force,low,none,5,0,4,5,0,1,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,2,0,1,0,0,0,Medium
wazuh,brute_force,critical,none,14,0,59,114,1,8,8,6,0,1,1,0,Critical
wazuh,brute_force,critical,none,14,0,46,72,2,9,8,8,0,0,1,0,Critical
wazuh,file_integrity,medium,important,12,0,0,0,0,4,4,4,0,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,17,6,7,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,4,0,0,139,30,19,5,0,0,0,0,High
wazuh,brute_force,high,none,8,0,20,33,0,9,6,3,0,1,0,1,High
wazuh,brute_force,high,none,13,0,45,54,0,16,10,6,0,0,1,0,Critical
wazuh,file_integrity,low,none,1,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,brute_force,low,none,9,0,8,12,1,3,4,2,0,0,0,0,Medium
wazuh,file_integrity,high,minor,9,0,0,0,0,1,2,1,0,1,0,0,Medium
wazuh,brute_force,medium,none,5,0,12,20,0,3,1,0,0,1,0,0,Medium
wazuh,file_integrity,medium,critical,12,0,0,0,0,2,4,4,0,0,0,0,High
wazuh,brute_force,critical,none,13,0,46,96,1,13,8,5,0,0,1,0,Critical
wazuh,file_integrity,low,none,2,0,0,0,0,2,1,0,0,0,0,0,Low
wazuh,brute_force,critical,none,9,0,30,35,0,8,6,1,0,0,0,0,High
wazuh,brute_force,low,none,3,0,5,5,0,2,2,0,0,0,0,0,Low
wazuh,brute_force,medium,none,6,0,11,7,1,5,3,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,36,20,8,3,0,0,0,1,Medium
wazuh,brute_force,medium,none,9,0,11,17,1,4,1,1,0,1,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,29,9,5,0,0,0,0,0,Medium
wazuh,brute_force,high,none,6,0,12,11,2,6,2,0,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,60,18,10,3,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,2,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,6,0,7,11,2,6,4,0,0,1,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,16,7,2,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,1,1,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,3,0,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,2,3,2,1,0,0,0,Medium
wazuh,file_integrity,medium,important,4,0,0,0,0,1,2,1,0,0,0,0,Medium
wazuh,file_integrity,low,none,4,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,12,9,2,2,0,0,0,0,Medium
wazuh,brute_force,critical,none,12,0,44,65,2,10,9,6,0,1,1,0,Critical
wazuh,unauthorized_user_creation,high,none,14,0,0,0,0,5,3,8,1,1,1,1,Critical
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,3,3,4,1,0,0,0,High
suricata,port_scan,critical,none,0,3,0,0,51,20,7,4,0,1,0,1,High
wazuh,file_integrity,low,important,8,0,0,0,0,3,3,1,0,1,0,0,Medium
wazuh,brute_force,medium,none,6,0,8,17,1,6,2,2,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,6,4,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,24,3,6,2,0,0,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,27,10,7,0,0,0,0,0,Medium
wazuh,file_integrity,low,minor,9,0,0,0,0,3,3,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,high,none,12,0,0,0,0,4,3,8,1,0,1,1,Critical
wazuh,brute_force,high,none,11,0,16,59,0,5,7,4,0,1,0,1,High
wazuh,file_integrity,low,none,3,0,0,0,0,2,2,0,0,0,0,0,Low
wazuh,brute_force,low,none,8,0,9,6,2,3,2,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,129,23,12,5,0,0,0,1,High
wazuh,file_integrity,low,none,2,0,0,0,0,2,2,0,0,0,0,0,Low
suricata,port_scan,medium,none,0,2,0,0,27,7,7,2,0,0,0,0,Medium
wazuh,file_integrity,critical,critical,9,0,0,0,0,3,3,4,0,0,0,0,High
suricata,port_scan,high,none,0,2,0,0,26,9,4,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,86,17,7,4,0,1,0,1,High
wazuh,file_integrity,medium,important,4,0,0,0,0,3,1,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,25,4,4,1,0,0,0,0,Medium
wazuh,brute_force,low,none,4,0,3,5,0,3,2,0,0,0,0,0,Low
wazuh,brute_force,high,none,5,0,7,8,0,2,1,2,0,0,0,0,Medium
wazuh,brute_force,low,none,5,0,4,3,0,3,0,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,17,10,4,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,54,16,6,4,0,1,0,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,8,0,0,0,0,3,1,2,1,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,4,1,2,1,1,1,0,High
wazuh,file_integrity,low,none,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,6,0,0,0,0,2,2,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,8,0,9,5,1,3,2,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,4,1,4,1,0,0,1,High
suricata,normal,low,none,0,0,1,1,3,3,1,0,0,0,0,0,Low
wazuh,file_integrity,critical,important,10,0,0,0,0,3,4,4,0,1,0,0,High
wazuh,brute_force,low,none,6,0,5,1,0,1,0,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,9,5,4,0,0,0,0,0,Medium
suricata,port_scan,high,none,0,4,0,0,161,20,11,8,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,57,20,9,4,0,1,0,1,High
wazuh,file_integrity,critical,critical,12,0,0,0,0,5,4,8,0,0,1,0,Critical
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,low,none,1,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,brute_force,high,none,12,0,10,27,1,10,5,2,0,1,1,0,High
suricata,port_scan,critical,none,0,2,0,0,88,9,9,3,0,1,0,1,Medium
suricata,port_scan,medium,none,0,2,0,0,30,8,3,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,8,0,0,0,0,4,4,4,1,0,0,0,High
wazuh,brute_force,high,none,5,0,8,19,0,5,4,2,0,0,0,0,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,2,1,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,41,15,9,4,0,0,0,1,High
wazuh,brute_force,medium,none,6,0,3,16,1,5,3,1,0,1,0,0,Medium
wazuh,file_integrity,critical,important,11,0,0,0,0,5,4,7,0,1,1,0,Critical
